month,place,平均,標準偏差,2020年,平均からの超過,標準偏差との比,超過,95%区間上限
1,門真市,131.875,18.41922520473804,145.0,13.125,0.7125706892721965,-23.71345040947608,168.71345040947608
2,門真市,108.75,14.70422679756694,89.0,-19.75,-1.3431512089617637,-49.15845359513389,138.1584535951339
3,門真市,116.5,9.561828874675149,141.0,24.5,2.5622713312606065,5.376342250649714,135.6236577493503
4,門真市,99.375,12.08230701716948,134.0,34.625,2.86576064908766,10.460385965661033,123.53961403433897
5,門真市,105.75,13.10125402939952,99.0,-6.75,-0.5152178550887451,-32.952508058799026,131.95250805879903
6,門真市,94.25,9.34650431215558,105.0,10.75,1.1501626320354985,-7.943008624311162,112.94300862431116
7,門真市,95.25,9.765098200076785,124.0,28.75,2.944158820622401,9.21980359984643,114.78019640015357
8,門真市,103.125,8.692155741159464,119.0,15.875,1.826359360409067,-1.5093114823189353,120.50931148231894
9,門真市,96.5,14.976171549689003,110.0,13.5,0.9014319818124908,-16.452343099377998,126.452343099378
10,門真市,106.625,12.670973578560229,,,,,131.96694715712044
11,門真市,102.75,10.87263931684877,,,,,124.49527863369754
12,門真市,114.625,11.413494519333558,,,,,137.4519890386671
